ano,municipio,populacao,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2013,612,38278,13.29,493.65,1213.63,0.0
2014,612,38257,15.95,525.86,1281.85,0.0
2015,612,38312,28.71,536.94,1308.66,0.0
2016,612,38329,18.26,483.81,1468.6,0.0
2017,612,38354,23.47,488.86,1597.35,0.0
2002,613,9481,10.35,132.52,589.23,0.46
2003,613,9485,0.0,72.79,580.25,1.14
2004,613,9492,0.0,608.62,543.99,0.0
2005,613,9496,10.06,85.89,637.09,1.07
2006,613,9500,9.96,105.32,706.22,0.95
2007,613,10444,9.87,117.16,759.67,0.66
2008,613,10857,0.0,155.9,729.31,1.24
2009,613,10989,0.0,276.27,843.95,1.51
2010,613,10410,0.0,200.74,830.74,2.43
2011,613,10489,9.49,276.51,850.68,1.88
2012,613,10560,0.0,237.65,921.89,1.76
2013,613,10838,19.2,264.7,1076.34,1.99
2014,613,10913,0.0,266.28,1098.47,1.76
2015,613,10990,9.1,266.94,1117.77,1.83
2016,613,11062,9.04,264.45,1198.01,1.95
2017,613,11133,26.95,258.61,1427.03,2.06
2002,614,14802,20.05,135.91,561.89,1.21
2003,614,14812,13.29,111.75,606.6,1.38
2004,614,14833,13.21,56.12,623.84,0.52
2005,614,14845,13.13,130.84,988.54,1.66
2006,614,14857,26.11,148.98,748.4,2.01
2007,614,14752,45.43,167.96,836.08,1.31
2008,614,15206,32.27,247.26,723.2,2.95
2009,614,15237,32.09,289.99,792.68,2.64
2010,614,15668,25.53,299.9,892.46,3.4
2011,614,15735,12.65,379.91,953.79,4.78
2012,614,15801,12.5,356.96,1020.14,2.54
2013,614,16174,12.77,367.12,1101.53,2.56
2014,614,16245,31.91,395.11,1219.44,3.8
2015,614,16328,42.87,425.4,1408.29,3.41
2016,614,16402,30.48,447.57,1448.01,3.97
2017,614,16475,24.28,515.2,1624.2,4.32
2002,615,112024,15.28,130.14,984.15,0.23
2003,615,114459,7.93,143.58,1000.27,0.0
2004,615,119572,5.18,16.25,999.55,0.21
2005,615,122401,4.23,175.06,1026.49,0.05
2006,615,125209,9.12,180.37,1098.31,0.3
2007,615,120413,4.88,220.51,1116.03,0.33
2008,615,126100,7.17,249.03,1146.22,0.0
2009,615,127974,6.25,296.42,1196.55,0.0
2010,615,130586,2.3,332.83,1286.55,0.0
2011,615,132445,5.26,411.11,1339.6,0.0
2012,615,134215,10.3,519.44,1480.42,0.0
2013,615,138715,7.66,568.24,1653.14,0.0
2014,615,140641,6.89,559.29,1974.21,0.0
2015,615,142328,9.84,600.77,2051.17,0.0
2016,615,144029,15.27,393.98,2262.82,0.0
2017,615,145667,5.49,684.73,2434.98,0.0
2002,616,6834,0.0,186.95,586.33,1.39
2003,616,6911,0.0,133.09,635.45,1.45
2004,616,7072,0.0,2923.29,616.76,0.72
2005,616,7161,0.0,168.95,671.03,1.54
2006,616,7250,0.0,196.78,734.01,1.7
2007,616,6359,0.0,228.65,750.54,1.17
2008,616,6516,15.86,272.91,806.68,1.11
2009,616,6494,0.0,306.37,878.39,1.86
2010,616,6213,0.0,337.85,904.02,1.28
2011,616,6178,0.0,356.09,993.6,1.94
2012,616,6145,0.0,381.54,1122.38,0.0
2013,616,6222,16.1,596.16,1185.78,0.76
2014,616,6186,16.1,500.38,1296.06,1.97
2015,616,6170,16.21,497.02,1451.39,2.15
2016,616,6146,0.0,558.97,1667.68,1.75
2017,616,6123,16.33,602.44,1771.39,0.75
2002,617,7773,12.75,91.28,486.56,2.72
2003,617,7805,0.0,96.01,467.06,2.92
2004,617,7873,0.0,129.58,497.44,1.52
2005,617,7911,0.0,149.42,542.17,3.39
2006,617,7948,0.0,176.99,596.35,4.66
2007,617,8168,0.0,199.37,594.41,4.69
2008,617,8487,0.0,246.57,658.03,5.72
2009,617,8560,0.0,469.02,669.84,12.44
2010,617,8395,0.0,281.02,782.71,6.66
2011,617,8444,0.0,303.76,793.43,6.62
2012,617,8495,23.25,383.19,864.42,6.15
2013,617,8713,0.0,492.24,985.82,6.66
2014,617,8768,0.0,463.2,1004.32,7.89
2015,617,8825,11.33,433.89,1109.73,7.75
2016,617,8879,0.0,501.43,1224.45,6.82
2017,617,8931,11.2,491.3,1310.12,8.03
2002,618,23353,12.49,136.53,738.42,2.19
2003,618,23249,12.38,143.65,755.83,1.72
2004,618,23031,4.09,33.06,706.36,1.0
2005,618,22911,12.15,168.19,794.05,2.35
2006,618,22791,8.03,193.26,875.44,2.84
2007,618,25504,15.92,231.63,915.52,2.72
2008,618,26573,11.83,276.86,935.22,2.93
2009,618,26857,15.64,311.28,1003.6,2.78
2010,618,25805,15.5,344.56,1051.25,3.14
2011,618,25973,30.65,373.1,1109.53,3.73
2012,618,26139,15.11,428.52,1241.38,3.79
2013,618,26818,3.88,515.19,1321.31,3.38
2014,618,26996,31.01,450.07,1447.47,3.91
2015,618,27179,14.72,461.57,1571.97,5.12
2016,618,27351,7.31,574.92,1746.44,6.49
2017,618,27518,36.34,538.79,1764.33,6.13
2002,619,9180,10.94,113.25,672.12,3.94
2003,619,9162,0.0,121.44,638.81,0.0
2004,619,9126,11.04,398.83,598.09,6.22
2005,619,9105,0.0,174.33,642.93,0.0
2006,619,9085,0.0,198.62,763.33,0.0
2007,619,8653,11.19,211.87,841.95,0.0
2008,619,8846,11.24,233.06,882.77,0.0
2009,619,8800,0.0,255.49,951.68,0.0
2010,619,8808,0.0,265.02,906.68,0.0
2011,619,8776,0.0,302.55,1058.2,0.0
2012,619,8746,22.59,406.74,1168.16,0.0
2013,619,8877,22.71,364.48,1244.76,0.0
2014,619,8844,11.35,390.51,1398.83,0.0
2015,619,8836,0.0,440.57,1441.49,0.0
2016,619,8818,0.0,413.88,1563.88,0.0
2017,619,8801,0.0,521.24,1568.39,0.0
2002,620,2963,0.0,263.63,716.7,3.09
2003,620,3000,0.0,248.39,755.96,3.67
2004,620,3078,0.0,393.46,597.33,0.0
2005,620,3121,0.0,270.99,663.43,4.14
2006,620,3164,32.16,328.28,725.66,5.05
2007,620,3237,0.0,373.93,747.42,5.21
2008,620,3386,0.0,566.46,713.21,8.65
2009,620,3435,0.0,537.06,785.05,6.93
2010,620,3285,30.63,659.61,937.57,7.81
2011,620,3294,0.0,681.74,1017.63,7.7
2012,620,3323,0.0,898.99,1162.94,8.61
2013,620,3417,0.0,940.09,1267.16,8.88
2014,620,3448,0.0,896.9,1378.75,6.83
2015,620,3478,0.0,837.91,1484.05,7.02
2016,620,3506,0.0,1015.71,1645.05,8.29
2017,620,3533,0.0,1022.34,1802.3,10.01
2002,621,5726,34.56,158.61,456.83,0.0
2003,621,5670,0.0,119.88,534.05,0.0
2004,621,5553,0.0,127.14,536.11,2.25
2005,621,5488,0.0,204.09,628.65,0.0
2006,621,5423,0.0,186.45,664.98,0.0
2007,621,5696,0.0,209.22,656.14,0.0
2008,621,5857,0.0,257.36,667.24,0.0
2009,621,5853,0.0,265.73,759.47,0.0
2010,621,5537,0.0,337.1,730.99,0.0
2011,621,5513,0.0,505.13,826.46,0.0
2012,621,5491,0.0,434.01,1041.19,0.0
2013,621,5568,0.0,436.18,1057.31,0.0
2014,621,5544,0.0,549.12,1222.7,0.03
2015,621,5535,18.07,513.2,1047.39,0.0
2016,621,5520,0.0,510.99,1395.36,0.0
2017,621,5506,0.0,511.21,1329.39,0.0
2002,622,4325,23.61,235.26,486.54,0.0
2003,622,4327,23.84,173.39,552.54,0.0
2004,622,4333,0.0,193.78,537.66,0.0
2005,622,4336,0.0,198.82,570.82,0.0
2006,622,4339,0.0,257.98,608.77,0.0
2007,622,4251,24.81,273.55,707.26,0.0
2008,622,4382,25.07,434.54,707.28,0.0
2009,622,4385,25.33,394.39,779.49,0.0
2010,622,3907,0.0,456.97,740.4,0.0
2011,622,3876,25.68,525.83,824.76,2.89
2012,622,3846,25.69,711.55,957.38,5.38
2013,622,3884,0.0,650.13,1042.22,4.28
2014,622,3852,0.0,761.53,1137.79,4.34
2015,622,3834,0.0,812.42,1188.46,4.34
2016,622,3811,0.0,771.25,1327.0,3.61
2017,622,3789,0.0,891.63,1345.52,3.83
2002,623,2955,0.0,395.53,610.88,0.0
2003,623,2957,33.83,273.5,567.31,0.0
2004,623,2961,0.0,283.49,626.96,0.0
2005,623,2963,0.0,378.39,684.2,0.46
2006,623,2965,0.0,317.66,754.49,1.63
2007,623,2979,0.0,363.84,723.65,3.21
2008,623,3075,0.0,411.2,587.42,3.63
2009,623,3085,0.0,619.07,793.31,3.44
2010,623,2959,0.0,581.23,767.2,3.86
2011,623,2960,0.0,736.41,803.56,5.42
2012,623,2961,0.0,596.13,933.07,5.79
2013,623,3017,0.0,764.9,990.61,4.14
2014,623,3018,33.8,786.11,1192.66,4.36
2015,623,3024,0.0,814.36,1075.12,5.84
2016,623,3027,0.0,993.17,1205.49,5.42
2017,623,3030,0.0,970.72,1272.21,8.53
2002,624,17925,22.29,212.59,724.09,1.82
2003,624,17992,0.0,173.71,768.65,2.16
2004,624,18132,11.04,49.59,738.57,0.0
2005,624,18210,10.99,220.3,972.53,2.82
2006,624,18287,10.95,268.81,936.75,2.64
2007,624,18270,16.35,280.66,946.29,7.05
2008,624,18892,10.85,333.26,970.9,3.35
2009,624,18989,0.0,347.78,989.39,4.19
2010,624,18546,0.0,413.47,991.05,5.06
2011,624,18638,0.0,399.34,1100.85,5.88
2012,624,18698,5.28,520.52,1205.88,5.93
2013,624,19117,21.53,517.23,1403.5,5.59
2014,624,19179,16.15,609.52,1472.36,5.28
2015,624,19264,15.57,621.02,1701.22,7.09
2016,624,19334,10.34,647.07,1779.92,4.82
2017,624,19403,20.61,697.09,1890.45,6.5
2002,625,8529,0.0,174.47,754.75,1.1
2003,625,8667,0.0,94.64,824.24,1.6
2004,625,8957,0.0,393.91,795.13,4.47
2005,625,9117,0.0,103.3,788.58,1.53
2006,625,9276,0.0,148.57,861.0,2.24
2007,625,8878,10.92,178.71,866.56,2.86
2008,625,9239,21.52,276.78,988.84,1.84
2009,625,9335,21.2,255.49,969.48,2.39
2010,625,9576,0.0,310.71,955.47,1.56
2011,625,9676,10.29,300.17,1053.22,2.3
2012,625,9776,10.1,355.96,1113.91,2.37
2013,625,10072,20.89,428.85,1205.85,0.85
2014,625,10180,10.45,491.85,1458.91,1.06
2015,625,10278,9.73,539.53,1543.83,1.35
2016,625,10377,9.64,555.96,1538.21,1.45
2017,625,10471,47.75,663.38,1631.19,1.25
2002,626,3037,0.0,420.01,486.2,0.0
2003,626,3044,0.0,304.02,537.21,0.58
2004,626,3058,0.0,264.71,512.61,4.47
2005,626,3066,0.0,359.65,629.36,0.22
2006,626,3074,0.0,391.73,724.32,0.0
2007,626,3187,31.07,398.53,670.17,0.0
2008,626,3325,30.8,554.37,911.28,0.0
2009,626,3353,30.54,538.7,832.5,0.0
2010,626,3315,0.0,591.26,804.6,0.0
2011,626,3325,29.94,943.14,871.84,0.0
2012,626,3346,0.0,990.82,1035.11,0.0
2013,626,3432,0.0,855.16,1128.79,0.0
2014,626,3455,30.28,1414.95,1147.38,0.0
2015,626,3479,0.0,1065.83,1226.32,0.0
2016,626,3500,0.0,1076.12,1309.2,0.0
2017,626,3522,0.0,1186.93,1348.31,2.67
2002,627,1804,55.38,220.14,697.25,0.0
2003,627,1810,0.0,261.88,1138.84,0.85
2004,627,1823,54.94,536.34,1148.22,0.0
2005,627,1830,0.0,314.94,799.16,2.27
2006,627,1838,0.0,325.46,918.76,3.64
2007,627,1826,54.31,417.1,1068.99,4.17
2008,627,1888,54.12,390.83,1026.24,6.41
2009,627,1896,0.0,398.97,1105.39,8.56
2010,627,1866,0.0,494.73,1150.46,11.64
2011,627,1866,0.0,618.82,1112.81,13.1
2012,627,1872,0.0,558.92,1130.0,17.71
2013,627,1913,0.0,530.28,1272.54,7.55
2014,627,1918,0.0,768.2,1448.06,6.11
2015,627,1926,0.0,697.81,1463.92,7.88
2016,627,1933,0.0,714.12,1398.32,11.46
2017,627,1938,0.0,877.34,1575.54,12.64
2002,628,14299,6.9,148.8,654.73,1.82
2003,628,14303,6.85,101.62,555.26,1.77
2004,628,14313,6.8,41.08,603.66,0.26
2005,628,14318,6.75,144.01,764.71,1.68
2006,628,14324,33.5,136.62,790.72,2.08
2007,628,14886,0.0,202.25,922.63,3.01
2008,628,15418,13.21,210.5,902.73,3.52
2009,628,15521,6.56,231.14,808.97,3.59
2010,628,15345,0.0,280.47,824.77,4.12
2011,628,15423,6.45,362.29,971.84,4.89
2012,628,15502,6.37,466.27,1122.6,5.66
2013,628,15882,26.07,437.97,1228.25,4.95
2014,628,15966,6.52,424.43,1394.23,7.74
2015,628,16059,12.45,507.26,1404.23,7.71
2016,628,16143,6.19,525.55,1570.85,7.24
2017,628,16226,12.33,579.13,1684.15,5.74
2002,629,24091,8.26,124.24,611.64,0.0
2003,629,24000,16.55,115.71,630.85,0.0
2004,629,23808,20.73,100.67,634.86,1.1
2005,629,23702,8.31,153.16,691.13,0.0
2006,629,23597,12.49,156.77,722.14,0.0
2007,629,23922,12.51,179.15,749.33,1.33
2008,629,24596,12.54,219.3,761.8,2.0
2009,629,24606,8.38,223.66,820.46,2.29
2010,629,23818,12.6,252.99,858.62,2.33
2011,629,23782,0.0,273.09,913.37,2.35
2012,629,23748,4.16,314.18,1074.97,2.22
2013,629,24157,16.79,339.67,1197.79,2.81
2014,629,24120,25.19,271.85,1307.13,6.56
2015,629,24137,12.43,293.3,1439.57,6.21
2016,629,24129,8.29,371.29,1535.88,3.62
2017,629,24125,20.73,304.56,1751.91,4.64
2002,630,10106,0.0,163.72,428.58,1.0
2003,630,10068,0.0,113.52,458.25,1.01
2004,630,9988,0.0,247.73,472.54,0.0
2005,630,9944,0.0,164.81,535.07,0.05
2006,630,9900,9.74,184.59,685.64,1.6
2007,630,10293,0.0,197.44,610.34,1.4
2008,630,10514,19.45,235.51,781.4,0.93
2009,630,10538,0.0,361.07,856.95,1.61
2010,630,10301,9.71,268.75,943.33,0.33
2011,630,10308,9.66,320.66,820.62,1.44
2012,630,10316,9.57,373.38,915.47,1.07
2013,630,10520,9.71,404.79,1022.77,1.59
2014,630,10528,19.42,328.02,1044.23,1.24
2015,630,10555,9.47,,1171.55,
2016,630,10572,9.46,346.09,1153.91,2.47
2017,630,10590,9.44,395.79,1212.28,2.58
2002,631,6183,0.0,106.96,649.89,2.77
2003,631,6303,16.35,126.03,652.92,3.2
2004,631,6556,0.0,238.79,623.05,2.33
2005,631,6696,16.02,150.04,598.67,2.9
2006,631,6835,15.85,181.71,764.5,4.69
2007,631,6344,15.69,199.38,644.05,5.06
2008,631,6599,31.06,271.88,620.8,4.0
2009,631,6663,0.0,253.01,869.58,3.55
2010,631,6561,15.22,357.02,886.6,4.65
2011,631,6619,30.07,380.42,962.36,3.76
2012,631,6667,29.62,417.98,1031.73,1.9
2013,631,6846,15.22,418.34,1172.32,4.25
2014,631,6898,15.22,569.66,1315.51,2.3
2015,631,6949,0.0,542.08,1413.96,3.02
2016,631,6998,28.58,591.51,1311.75,2.6
2017,631,7046,0.0,638.71,1458.05,3.84
2002,632,10469,0.0,118.24,554.48,1.33
2003,632,10530,0.0,126.25,608.29,1.4
2004,632,10659,0.0,100.39,563.6,1.55
2005,632,10731,0.0,166.33,608.44,1.88
2006,632,10802,18.71,169.35,659.42,1.82
2007,632,10531,0.0,193.22,705.39,1.96
2008,632,10894,0.0,247.72,720.02,1.93
2009,632,10941,0.0,242.39,775.14,2.93
2010,632,10918,0.0,304.07,801.24,3.0
2011,632,10957,0.0,383.23,863.7,2.6
2012,632,11001,0.0,419.88,946.28,2.43
2013,632,11256,0.0,405.0,1053.97,2.88
2014,632,11301,0.0,446.07,1159.82,3.49
2015,632,11357,8.81,373.71,1244.59,3.75
2016,632,11406,0.0,375.8,1388.87,3.73
2017,632,11454,0.0,453.75,1492.16,3.84
2002,633,16865,23.52,169.66,582.44,0.28
2003,633,16814,11.75,128.02,611.99,0.42
2004,633,16706,52.83,82.09,569.23,0.93
2005,633,16647,58.66,175.49,750.96,1.87
2006,633,16588,23.45,225.94,817.55,2.59
2007,633,17024,11.72,287.91,811.36,2.34
2008,633,17563,11.71,296.96,875.94,2.97
2009,633,17608,17.56,317.34,942.89,3.31
2010,633,17099,29.26,369.46,948.07,3.35
2011,633,17098,17.46,399.01,991.49,4.98
2012,633,17107,5.77,483.41,1128.07,4.64
2013,633,17440,17.56,501.29,1183.36,4.34
2014,633,17449,40.96,563.58,1337.03,6.23
2015,633,17489,5.72,609.08,1383.93,4.05
2016,633,17512,11.42,606.69,1496.76,2.32
2017,633,17538,5.7,622.31,1518.38,1.8
2002,634,4557,21.79,346.76,580.09,1.87
2003,634,4557,0.0,302.83,623.31,1.5
2004,634,4557,0.0,520.32,626.94,1.59
2005,634,4557,0.0,318.01,705.11,2.03
2006,634,4557,0.0,770.51,747.41,4.18
2007,634,4570,0.0,416.02,776.33,2.3
2008,634,4720,0.0,493.89,831.64,1.88
2009,634,4732,0.0,654.54,866.68,2.91
2010,634,4686,0.0,628.49,881.57,4.91
2011,634,4723,0.0,668.35,977.66,6.52
2012,634,4735,21.05,658.9,1084.31,5.84
2013,634,4773,0.0,773.24,1086.36,4.87
2014,634,4764,0.0,700.77,1242.46,6.8
2015,634,4783,0.0,739.06,1413.03,7.13
2016,634,4798,0.0,787.52,1530.4,6.15
2017,634,4812,0.0,923.24,1578.99,4.46
2002,635,8123,37.57,120.05,631.25,1.62
2003,635,8193,37.55,123.54,639.34,1.64
2004,635,8340,12.51,185.2,709.98,0.68
2005,635,8421,37.51,189.08,846.49,2.68
2006,635,8501,12.5,210.07,932.15,2.99
2007,635,8071,12.5,252.9,901.03,3.69
2008,635,8401,12.49,413.51,1119.04,4.15
2009,635,8437,24.98,273.05,1068.61,5.99
2010,635,8007,12.49,323.18,961.9,5.98
2011,635,8010,12.43,363.6,934.23,5.94
2012,635,8013,12.33,460.89,1066.44,5.02
2013,635,8167,0.0,443.22,1215.42,4.47
2014,635,8170,24.98,816.68,1381.43,7.45
2015,635,8187,12.21,492.58,1536.45,4.89
2016,635,8197,12.2,544.98,1571.52,2.26
2017,635,8207,24.37,630.18,1612.01,2.41
2002,636,9181,0.0,191.4,482.18,0.0
2003,636,9098,0.0,229.23,502.77,0.03
2004,636,8925,0.0,119.78,444.53,1.97
2005,636,8830,10.67,253.26,462.64,0.0
2006,636,8735,21.35,240.0,590.73,0.18
2007,636,9591,0.0,284.28,647.48,0.0
2008,636,9691,21.36,347.6,723.13,0.0
2009,636,9716,10.68,393.71,866.35,0.0
2010,636,9360,0.0,434.34,1006.93,0.0
2011,636,9360,21.27,489.66,994.66,0.0
2012,636,9361,0.0,682.78,1329.18,0.0
2013,636,9538,10.68,652.94,1055.59,0.0
2014,636,9538,21.37,746.7,1974.75,0.0
2015,636,9556,0.0,805.41,2255.57,0.0
2016,636,9565,10.45,858.03,3019.8,0.0
2017,636,9575,0.0,913.74,2984.99,0.0
2002,637,268516,58.16,46.2,750.17,0.9
2003,637,278574,59.01,57.33,788.95,1.23
2004,637,299687,82.77,7.48,763.66,0.0
2005,637,311372,79.42,71.77,818.58,1.15
2006,637,322969,66.74,100.3,834.56,0.0
2007,637,329112,52.01,103.87,918.46,0.0
2008,637,340033,51.07,137.76,892.3,0.0
2009,637,349307,39.86,162.23,900.66,0.34
2010,637,296376,48.6,171.23,901.55,1.03
2011,637,299728,50.14,174.47,1062.97,0.32
2012,637,303029,40.07,183.45,1173.32,0.25
2013,637,312435,59.06,201.58,1322.78,1.5
2014,637,316015,48.26,207.28,1451.49,0.13
2015,637,319253,37.27,230.39,1576.95,0.08
2016,637,322471,50.55,268.27,1787.92,0.23
2017,637,325584,32.56,262.87,1867.21,0.18
2002,638,3622,0.0,143.41,602.05,0.59
2003,638,3623,27.14,150.14,622.53,0.71
2004,638,3625,0.0,4586.9,565.48,84.56
2005,638,3625,0.0,226.08,628.87,1.75
2006,638,3626,0.0,217.87,631.35,0.87
2007,638,3773,0.0,231.17,681.17,1.89
2008,638,3912,0.0,291.32,729.81,1.04
2009,638,3938,52.54,603.44,737.69,1.51
2010,638,3826,26.14,380.95,883.96,0.58
2011,638,3842,0.0,429.52,900.63,0.57
2012,638,3857,0.0,488.7,1058.46,1.65
2013,638,3947,0.0,494.63,1159.88,2.74
2014,638,3963,26.14,614.52,1255.27,0.08
2015,638,3984,0.0,661.85,1372.26,0.03
2016,638,4000,0.0,715.58,1912.24,0.77
2017,638,4018,0.0,649.06,1569.15,4.32
2002,639,7783,25.22,369.04,762.22,0.0
2003,639,7840,0.0,321.29,742.58,0.0
2004,639,7962,12.18,78.58,750.78,0.38
2005,639,8029,23.95,536.01,757.38,36.85
2006,639,8096,11.77,569.29,1054.36,22.16
2007,639,8267,11.57,651.13,978.06,30.48
2008,639,8597,22.76,642.99,1006.18,32.88
2009,639,8685,0.0,661.75,1146.21,41.09
2010,639,9095,11.0,730.5,1249.95,82.96
2011,639,9200,10.82,693.0,1349.95,99.61
2012,639,9307,31.83,744.81,1498.84,124.9
2013,639,9600,0.0,955.16,1692.89,95.6
2014,639,9715,22.0,1108.47,1756.07,42.61
2015,639,9819,0.0,924.47,1989.23,34.05
2016,639,9922,30.23,982.4,1985.39,43.89
2017,639,10022,19.96,844.93,2304.46,16.78
2002,640,15237,6.64,154.17,570.94,4.66
2003,640,15227,13.38,164.76,580.46,5.91
2004,640,15205,0.0,213.69,558.68,0.0
2005,640,15193,6.79,261.95,606.98,6.56
2006,640,15181,13.67,262.45,646.01,6.32
2007,640,14510,6.89,284.34,707.75,7.28
2008,640,14846,20.81,359.06,677.31,8.58
2009,640,14790,20.97,364.41,759.79,7.96
2010,640,14198,7.04,419.33,814.77,8.24
2011,640,14120,14.1,423.91,837.3,11.02
2012,640,14042,14.07,491.2,949.02,7.72
2013,640,14218,7.04,501.42,1024.49,10.46
2014,640,14135,28.17,622.04,1090.88,9.9
2015,640,14097,56.75,653.42,1212.69,10.48
2016,640,14040,14.24,634.04,1289.09,12.94
2017,640,13989,35.74,728.73,1438.1,12.31
2002,641,5215,37.33,124.83,587.82,1.1
2003,641,5133,37.44,159.18,480.8,1.53
2004,641,4963,0.0,456.28,473.15,24.74
2005,641,4868,37.68,212.79,540.65,0.99
2006,641,4774,18.9,187.61,657.5,2.34
2007,641,4468,18.97,254.23,654.93,2.0
2008,641,4506,0.0,286.12,914.04,4.6
2009,641,4412,0.0,278.56,734.07,3.46
2010,641,5213,0.0,625.82,808.22,4.45
2011,641,5204,19.13,335.55,809.5,4.55
2012,641,5191,19.03,364.17,822.21,4.14
2013,641,5274,0.0,381.04,958.14,3.97
2014,641,5261,0.0,468.05,1061.57,4.76
2015,641,5260,0.0,448.01,1170.19,4.41
2016,641,5254,0.0,548.62,1263.16,5.45
2017,641,5249,0.0,473.79,1376.55,3.88
2002,642,2253,0.0,241.98,665.62,0.13
2003,642,2222,0.0,271.08,682.44,1.89
2004,642,2158,0.0,407.99,618.2,3.73
2005,642,2123,0.0,415.69,781.91,9.09
2006,642,2088,0.0,414.0,701.8,7.48
2007,642,2516,0.0,518.62,699.32,5.16
2008,642,2626,0.0,577.94,774.83,7.71
2009,642,2656,0.0,511.87,809.67,6.13
2010,642,2468,0.0,619.22,877.12,13.9
2011,642,2476,0.0,610.5,983.13,14.9
2012,642,2488,0.0,791.87,1005.19,14.37
2013,642,2547,0.0,703.16,1169.68,8.97
2014,642,2559,0.0,709.32,1348.73,8.61
2015,642,2573,38.87,723.78,1185.88,7.8
2016,642,2584,0.0,1120.06,1430.43,8.42
2017,642,2597,38.51,1440.14,1847.09,8.73
2002,643,6833,14.79,80.01,527.32,0.0
2003,643,6782,14.99,78.65,607.24,0.0
2004,643,6676,0.0,112.35,597.85,1.39
2005,643,6617,30.78,108.89,659.66,0.0
2006,643,6558,0.0,143.39,719.37,0.0
2007,643,6594,15.81,160.87,706.44,0.0
2008,643,6753,0.0,179.24,746.63,0.0
2009,643,6728,0.0,194.58,739.88,0.0
2010,643,6078,0.0,200.52,765.79,0.0
2011,643,6003,16.58,243.13,886.86,0.0
2012,643,5939,0.0,356.43,968.28,0.0
2013,643,5977,0.0,376.39,1092.59,0.0
2014,643,5909,16.47,327.67,1143.15,0.0
2015,643,5866,0.0,312.19,1115.41,0.0
2016,643,5815,0.0,312.31,1117.32,0.0
2017,643,5767,34.68,345.64,1483.86,0.0
2002,644,4685,20.97,240.6,620.21,2.71
2003,644,4703,0.0,153.5,621.65,2.16
2004,644,4741,0.0,124.8,573.89,0.0
2005,644,4762,0.0,202.3,691.61,2.35
2006,644,4783,0.0,244.05,760.6,3.23
2007,644,5002,39.35,231.33,831.32,2.77
2008,644,5212,58.29,280.72,834.35,3.06
2009,644,5266,38.38,318.01,853.72,4.52
2010,644,5267,0.0,362.86,872.66,5.68
2011,644,5324,0.0,400.57,951.18,5.55
2012,644,5372,18.38,506.91,982.04,4.64
2013,644,5525,0.0,541.24,1220.59,4.37
2014,644,5576,0.0,452.52,1235.34,6.84
2015,644,5624,0.0,533.38,1381.28,5.34
2016,644,5671,17.63,442.8,1462.57,7.75
2017,644,5716,0.0,435.05,1504.97,5.23
2002,645,8649,0.0,232.53,578.5,0.0
2003,645,8694,0.0,154.88,575.95,0.0
2004,645,8791,0.0,113.49,571.44,0.91
2005,645,8844,0.0,196.87,558.0,0.0
2006,645,8897,0.0,200.32,667.08,0.0
2007,645,8882,0.0,211.35,662.7,0.0
2008,645,9238,11.51,290.04,661.24,0.0
2009,645,9300,0.0,282.06,700.61,0.0
2010,645,8715,34.44,323.14,830.77,0.0
2011,645,8724,11.41,369.81,798.82,0.0
2012,645,8737,11.3,378.82,906.44,0.0
2013,645,8916,34.44,375.32,1038.92,0.0
2014,645,8928,11.48,403.38,1080.54,0.0
2015,645,8955,11.17,425.28,1195.28,0.0
2016,645,8973,55.72,491.88,1267.43,0.0
2017,645,8993,11.12,433.38,1303.66,0.0
2002,646,11965,0.0,244.57,783.84,0.0
2003,646,12167,25.77,165.66,835.73,0.0
2004,646,12593,17.12,122.78,873.84,0.0
2005,646,12828,8.54,228.57,864.87,0.0
2006,646,13062,25.53,294.81,890.19,0.0
2007,646,10798,16.97,296.84,989.76,0.0
2008,646,11049,8.46,345.61,950.58,0.0
2009,646,10990,16.87,459.02,1018.6,0.0
2010,646,11898,16.83,555.24,1044.93,0.0
2011,646,11912,25.06,577.48,1153.01,0.0
2012,646,11939,16.54,651.78,1325.44,0.0
2013,646,12195,8.41,661.56,1468.94,0.0
2014,646,12223,58.9,710.18,1611.98,0.0
2015,646,12267,8.15,773.19,1727.04,0.0
2016,646,12302,32.51,771.54,1778.05,0.0
2017,646,12338,64.84,767.06,1924.92,0.0
2002,647,27535,7.24,166.48,641.59,0.25
2003,647,27674,3.6,157.97,608.99,0.09
2004,647,27965,10.72,80.62,606.17,0.0
2005,647,28125,3.55,381.3,659.38,1.77
2006,647,28285,7.05,227.75,941.11,1.5
2007,647,28633,3.5,260.81,917.27,1.12
2008,647,29719,3.48,344.57,673.52,1.33
2009,647,29947,0.0,332.34,732.48,1.4
2010,647,29075,3.44,380.1,1061.4,1.79
2011,647,29242,3.4,413.07,821.74,1.4
2012,647,29381,3.36,499.59,942.96,0.64
2013,647,30091,6.87,559.08,1016.48,0.87
2014,647,30239,17.18,512.71,1099.89,21.3
2015,647,30408,3.29,527.99,1266.19,25.6
2016,647,30559,0.0,544.91,1449.63,29.23
2017,647,30706,3.26,539.65,1445.51,30.9
2002,648,14235,14.14,207.4,543.54,2.13
2003,648,14280,14.13,158.57,608.53,2.3
2004,648,14375,0.0,341.83,629.76,0.1
2005,648,14427,0.0,212.09,627.01,2.85
2006,648,14479,14.13,246.21,698.43,2.91
2007,648,14326,14.13,310.1,777.39,3.37
